product_id,product_name,description,product_sku,brand_name,image,old_categories,reason_x,s1,s2,s3,reason_y
184a7a79-5ce9-476b-8045-4988e9bad773,تشيرت انا بخير,● تشيرت كوزي تم تصميمة وتصنيعه بعناية وبتفاصيل دقيقة بقماش قطني من أجود أنواع القطن ● يتميز بقدر عالي من النعومة والمرونة مما يجعله مريحاً ويمنح الجسم برودة طبيعية خلال فصل الصيف كما يحافظ على دفء الجسم في فصل الشتاء.; ● يعمل على إمداد الجسم بالقدر الكافي من البرودة و امتصاص أكبر قدر ممكن من العرق.; ● يأتي تشيرت كوزي بعدة مقاسات موحدة تناسب جميع الجنسين وبألوان متعددة وقادر على تحمل الاستخدام اليومي ● إذا كنت تبحث عن تي شيرت مريح وعصري ومناسب لجميع المناسبات، فنحن صنعنا الخيار الأمثل لك.,UX160-M-BLK,Kozi,https://cdn.dsmcdn.com/ty1685/prod/QC/20250526/17/0ebd69db-02a7-3cce-a656-d21c0a91434e/1_org_zoom.jpg,,No Mapping,FASHION > WOMEN > CLOTHING > RTW > T-shirt,FASHION > MEN > CLOTHING > STREETWEAR > T-shirts,FASHION > WOMEN > CLOTHING > LOUNGEWEAR > Top,Cotton t-shirt.
184a8cbd-b7a4-4201-b971-3c5605eaadc3,بطاقة اهداء | قلب ذهبي,<p>الحجم 7.5*7.5 سم</p>,undefined,قرطاسية روان,"https://cdn.salla.sa/lsvQ4T7vBVuyMfZ2LBbIYGz6DTdjPS9dpkaPPgOT.jpeg,https://cdn.salla.sa/W8Yhj4V9RULTZ65ob4lhOAtvMDpvf2COLWEuHH8Z.jpeg",,No Mapping,STATIONERY > GIFTBAR > GIFT CARDS,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,Gift card.
184cc46f-940b-49b6-b775-4c1a4b1d6b45,matcha,greetings card,FATX9194,almostsunday,https://raff-media-singapore.s3.ap-southeast-1.amazonaws.com/products/b7d30960-7adf-4ee3-9236-ef74459aed0b,stationary,Only Old Categories,STATIONERY > GIFTBAR > GIFT CARDS,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > OFFICE SUPPLIES > NOTEBOOKS,Greeting card.
18513f53-e6d0-4f2a-95a4-5c5803d549e3,Advanced Shampoo 3241,"A high-quality shampoo. Advanced design, built for performance and everyday use.",SKU-PPA0IMXA,Bottle Brand Testing,https://example.com/images/product-3241.jpg,Books,Only Old Categories,FASHION > WOMEN > SKIN CARE & BEAUTY > HAIR CARE > Hair Treatment,FASHION > MEN > HAIRCARE & GROOMING > HAIR GROOMING,FASHION > KIDS > BABYCARE & PERFUMES > BODYCARE,Shampoo.
18515051-864e-46e4-be66-61d6e04ebd8e,Advanced Wall Clock 1360,"A high-quality wall clock. Advanced design, built for performance and everyday use.",SKU-L1252DEG,Bottle Brand Testing,https://example.com/images/product-1360.jpg,"Music, Beauty & Personal Care",Only Old Categories,HOME > DÉCOR > DÉCOR,HOME > SOFT FURNISHING > ACCESSORIES,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,Wall clock as decor.
18560dcd-0add-480e-8a70-fc96a9e800e4,تشيرت ميكي وكلبة بلوتو,● تشيرت كوزي تم تصميمة وتصنيعه بعناية وبتفاصيل دقيقة بقماش قطني من أجود أنواع القطن ● يتميز بقدر عالي من النعومة والمرونة مما يجعله مريحاً ويمنح الجسم برودة طبيعية خلال فصل الصيف كما يحافظ على دفء الجسم في فصل الشتاء.; ● يعمل على إمداد الجسم بالقدر الكافي من البرودة و امتصاص أكبر قدر ممكن من العرق.; ● يأتي تشيرت كوزي بعدة مقاسات موحدة تناسب جميع الجنسين وبألوان متعددة وقادر على تحمل الاستخدام اليومي ● إذا كنت تبحث عن تي شيرت مريح وعصري ومناسب لجميع المناسبات، فنحن صنعنا الخيار الأمثل لك.,UX9-XL-GRY,Kozi,https://cdn.dsmcdn.com/ty1684/prod/QC/20250526/17/3f0d77f2-cfcd-30bd-88d7-eaa9516a64d1/1_org_zoom.jpg,,No Mapping,FASHION > WOMEN > CLOTHING > RTW > T-shirt,FASHION > MEN > CLOTHING > STREETWEAR > T-shirts,FASHION > WOMEN > CLOTHING > LOUNGEWEAR > Top,Cotton t-shirt.
185e9763-de6d-4f55-91d8-c80b60336253,Elite Resistance Bands 9196,"A high-quality resistance bands. Elite design, built for performance and everyday use.",SKU-AL9JVODX,Bottle Brand Testing,https://example.com/images/product-9196.jpg,"Sports, Pet Supplies",Only Old Categories,FASHION > WOMEN > CLOTHING > ACTIVEWEAR > Top,FASHION > MEN > CLOTHING > STREETWEAR > T-shirts,STATIONERY > LIFESTYLE > GIFTS,Resistance bands.
185f4753-763d-44db-8a96-f77901ec5def,Smart Wall Clock 6574,"A high-quality wall clock. Smart design, built for performance and everyday use.",SKU-FT6HB9GL,Bottle Brand Testing,https://example.com/images/product-6574.jpg,"Kitchen, Home & Garden",Only Old Categories,HOME > DÉCOR > DÉCOR,HOME > SOFT FURNISHING > ACCESSORIES,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,Wall clock as decor.
185f66a0-e225-4b8e-a6f5-eb45544e3950,171 Semilac UV gel polish Porto Marine 7ml,171 Semilac UV gel polish Porto Marine 7ml,ZE0507-171,Semilac,,,No Mapping,FASHION > WOMEN > SKIN CARE & BEAUTY > MAKE UP,FASHION > WOMEN > SKIN CARE & BEAUTY > SKIN CARE,FASHION > WOMEN > SKIN CARE & BEAUTY > HAIR CARE > Bath Tools,Nail polish.
185fd478-c2a6-4e50-98a0-5e375407da0f,Ultra Desk Lamp 7864,"A high-quality desk lamp. Ultra design, built for performance and everyday use.",SKU-ECBXYKNU,Bottle Brand Testing,https://example.com/images/product-7864.jpg,Automotive,Only Old Categories,HOME > SOFT FURNISHING > LIGHTINGS,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,HOME > DÉCOR > DÉCOR,Desk lamp.
1864752f-624c-4142-8869-2cae06e129d2,حلق,حلق باللون الطوبي,,igne iplik,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1752949328882x813429907824165800/WhatsApp%20Image%202025-07-19%20at%2020.49.55_17b699fd.jpg,,No Mapping,FASHION > WOMEN > ACCESSORIES > JEWELERY,FASHION > MEN > ACCESSORIES > JEWELRY,STATIONERY > LIFESTYLE > GIFTS,Earrings jewelry.
1864aa98-ebe1-45f2-be30-5026e9437b25,فستان صيفي,فستان صيفي,,Cozy creations,,,No Mapping,FASHION > WOMEN > CLOTHING > RTW > Long dress,FASHION > WOMEN > CLOTHING > RTW > Short dress,FASHION > WOMEN > CLOTHING > EVENING WEAR > Maxi dress,Summer dress.
186e2963-c3c8-41fa-b813-671c2ebf1d18,تيشيرت علامة نا-ک ذائبه,● تشيرت كوزي تم تصميمة وتصنيعه بعناية وبتفاصيل دقيقة بقماش قطني من أجود أنواع القطن ● يتميز بقدر عالي من النعومة والمرونة مما يجعله مريحاً ويمنح الجسم برودة طبيعية خلال فصل الصيف كما يحافظ على دفء الجسم في فصل الشتاء.; ● يعمل على إمداد الجسم بالقدر الكافي من البرودة و امتصاص أكبر قدر ممكن من العرق.; ● يأتي تشيرت كوزي بعدة مقاسات موحدة تناسب جميع الجنسين وبألوان متعددة وقادر على تحمل الاستخدام اليومي ● إذا كنت تبحث عن تي شيرت مريح وعصري ومناسب لجميع المناسبات، فنحن صنعنا الخيار الأمثل لك.,UX112-S-GRY,Kozi,https://cdn.dsmcdn.com/ty1684/prod/QC/20250526/17/0d5c2d8a-e965-39f2-94f3-62e1d6f8e952/1_org_zoom.jpg,,No Mapping,FASHION > WOMEN > CLOTHING > RTW > T-shirt,FASHION > MEN > CLOTHING > STREETWEAR > T-shirts,FASHION > WOMEN > CLOTHING > LOUNGEWEAR > Top,Cotton t-shirt.
187193a8-7852-42d7-8cd6-b5201058307a,Eco Water Bottle 5852,"A high-quality water bottle. Eco design, built for performance and everyday use.",SKU-3G6MUVR8,Bottle Brand Testing,https://example.com/images/product-5852.jpg,"Books, Beauty & Personal Care",Only Old Categories,HOME > KITCHENWARE > DRINKWARE,FASHION > MEN > ACCESSORIES > MUGS & BOTTLES,STATIONERY > SCHOOL SUPPLIES > BAGS & LUNCH BOX,Water bottle.
18755bf8-586e-4e3c-9d7a-421ec1990c25,لوحة خشبية | واجعلني مباركا أين ما كنت,"<p class=""ql-align-right ql-direction-rtl"">لوحة خشبية بحجم 13*23سم&nbsp;</p><p class=""ql-align-right ql-direction-rtl"">إضافة جميلة لركن القراءة أو ركن القهوة يمكنكم تثبيتها على الحائط او تزيين المكتب بها بوضعها على القاعدة ..&nbsp;&nbsp;</p><p class=""ql-align-right ql-direction-rtl"">(مرفق مع كل لوحة حامل بلاستيكي و لاصق لتثبيتها على الحائط)</p><p class=""ql-align-right ql-direction-rtl""><br></p><p class=""ql-align-right ql-direction-rtl""><br></p><p class=""ql-align-right ql-direction-rtl""><br></p><p class=""ql-align-right ql-direction-rtl""><br></p><p><br></p><p class=""ql-align-right ql-direction-rtl""><strong>*ملاحظة: لايدخل هذا المنتج ضمن المنتجات المشمولة في كوبون التخفيض ؛ لان سعر البيع الموضح هوا سعر الجملة .</strong></p>",undefined,قرطاسية روان,"https://cdn.salla.sa/lCYmhfKlFaKaY7SmqKKuSeo6x2Bmh4M14FffeDcR.jpeg,https://cdn.salla.sa/5VDKeifemrepIbdkYnYQ3d9U2hrRBO5lAmODh9Gv.jpeg",,No Mapping,HOME > SOFT FURNISHING > FRAMES & DISPLAY,HOME > DÉCOR > DÉCOR,STATIONERY > LIFESTYLE > GIFTS,Wooden decorative sign.
187ac572-ffce-4833-954a-4df0edd6cef2,طقم اسوارة الشاطئ Turtle,اساور من الخرز الحراري و الخزفي مع تشارم سلحفاه خزفي,undefined,Beadbloom,"https://cdn.salla.sa/QdbBBa/4f032575-fedb-4941-8700-000b838d8558-1000x1000-cfWj0DBYQXlKvLGqa1jfJGrZX7UdkUR34OyR51YG.png,https://cdn.salla.sa/QdbBBa/e058a2ee-0616-4d97-9408-eb899a5ce6de-939.03167961745x1000-5PFSgPxGhgwHv6G8Sl8IfuWmY59HJpeTQb7j65ks.jpg",,No Mapping,FASHION > WOMEN > ACCESSORIES > JEWELERY,FASHION > MEN > ACCESSORIES > JEWELRY,FASHION > KIDS > GIFT & ACCESSORIES > BAGS,Beaded jewelry for beach/casual wear.
187b2b1f-520a-4528-8325-2eacd57aa9e0,Cup sunset,"كوب sunset الابيض.
بمظهره الفريد والأنيق،
يمنح هذا الكوب إضافة ممتازة إلى المقاهي والمطبخ الحديث.
كل كوب مصنوع بشكل منفصل وبذلك
تمنحهم الألوان الطبيعة لمسة فريدة من نوعها اجعل تجربة شرب القهوة اكثر تميزًا.
ما الذي يميز كوب sunset ؟
سعة الكوب 150ml،مناسب لمشروبات الفلات وايت والقهوة التركية.
تصميم جميل ومبتكر.
مصنوع يدويًا.
ألوان مشرقة ومميزة.
",899,Sunset,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1733147941949x118440336560749380/IMG_2783.jpeg,Handmade crafts,Only Old Categories,HOME > KITCHENWARE > DRINKWARE,HOME > KITCHENWARE > SERVING ITEMS,HOME > DÉCOR > BAR,Coffee cup for kitchen use.
187b5f7d-8097-49ea-985d-9c6bd8fe8774,تيشرت قناع مزيف,● تشيرت كوزي تم تصميمة وتصنيعه بعناية وبتفاصيل دقيقة بقماش قطني من أجود أنواع القطن ● يتميز بقدر عالي من النعومة والمرونة مما يجعله مريحاً ويمنح الجسم برودة طبيعية خلال فصل الصيف كما يحافظ على دفء الجسم في فصل الشتاء.; ● يعمل على إمداد الجسم بالقدر الكافي من البرودة و امتصاص أكبر قدر ممكن من العرق.; ● يأتي تشيرت كوزي بعدة مقاسات موحدة تناسب جميع الجنسين وبألوان متعددة وقادر على تحمل الاستخدام اليومي ● إذا كنت تبحث عن تي شيرت مريح وعصري ومناسب لجميع المناسبات، فنحن صنعنا الخيار الأمثل لك.,UX224-M-MAU,Kozi,https://cdn.dsmcdn.com/ty1684/prod/QC/20250526/17/455bbdca-b359-317e-a1bd-42698ad753fd/1_org_zoom.jpg,,No Mapping,FASHION > MEN > CLOTHING > STREETWEAR > T-shirts,FASHION > WOMEN > CLOTHING > RTW > T-shirt,FASHION > MEN > CLOTHING > STREETWEAR > Shirts,Cotton t-shirt for daily wear.
187e0d7f-96d4-47ac-96c3-963bc03bb0dc,white-gardenia-gown-white-3y,<p>فستان أبيض مع ترتر في النصف العلوي</p>,1023,Fairyscastle,,,No Mapping,FASHION > KIDS > CLOTHING > NEW BORN,FASHION > KIDS > CLOTHING > DAILY WEAR,FASHION > WOMEN > CLOTHING > EVENING WEAR > Short dress,Children's white dress for young kids.
18830824-e0b9-49bb-8932-56f651b985d9,كاري,كتاب ورقي,1081,كتب سقف,https://undefined,,No Mapping,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > OFFICE SUPPLIES > NOTEBOOKS,STATIONERY > LIFESTYLE > DAILY CARDS,Book product.
18833af0-497a-4b03-bded-e8fff06d8e50,Elite Hair Dryer 8189,"A high-quality hair dryer. Elite design, built for performance and everyday use.",SKU-RF4Z1Q4M,Bottle Brand Testing,https://example.com/images/product-8189.jpg,"Sports, Kitchen",Only Old Categories,FASHION > WOMEN > SKIN CARE & BEAUTY > HAIR CARE > Bath Tools,HOME > STORAGE > CLEANING & MAINTENANCE,HOME > KITCHENWARE > KITCHEN ACCESSORIES,Hair dryer categorized under beauty/bath tools.
188a9deb-ddc8-44c1-aeb8-192a28408293,فستان مخمل,فستان اسود مخمل انيق,SKU123725,Joudaa,https://raff-media-singapore.s3.ap-southeast-1.amazonaws.com/products/05c56f27-fc06-4d57-832e-b2aa159962fd,فستان,Only Old Categories,FASHION > WOMEN > CLOTHING > EVENING WEAR > Long dress,FASHION > WOMEN > CLOTHING > RTW > Long dress,FASHION > WOMEN > CLOTHING > EVENING WEAR > Maxi dress,Velvet dress for evening wear.
18917e86-2c0e-4cea-9ffb-222c799980d5,سيغورو,,14,js jewelry,https://raff-media-production.s3.me-south-1.amazonaws.com/products/d2be1884-2abc-4149-af81-7fe9ca08c01a,Accessories / Jewelry,Only Old Categories,FASHION > WOMEN > ACCESSORIES > JEWELERY,FASHION > MEN > ACCESSORIES > JEWELRY,FASHION > KIDS > GIFT & ACCESSORIES > BAGS,General jewelry item.
1891a420-1d9f-4e6d-a36e-70015de89c65,Essential Calculator 7175,"A high-quality calculator. Essential design, built for performance and everyday use.",SKU-VCPNDYA5,Bottle Brand Testing,https://example.com/images/product-7175.jpg,"Sports, Food & Beverages",Only Old Categories,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,STATIONERY > OFFICE SUPPLIES > STUDY & PLANNING,STATIONERY > LIFESTYLE > GIFTS,Office supply calculator.
189207b8-4e87-4ea0-858c-58f0e22c7577,جمبسوت ازرق بشك,"جمبسوت ازرق ساحر تألقي بإطلالة لا تُقاوم في هذا الجمبسوت الأزرق الملكي الفاخر. تصميمه الأنيق بأكمام شفافة طويلة وتفاصيل راقية يجعلك محور الأنظار في كل مناسبة من ماريتا السعودية.



مواصفات جمبسوت ازرق:جمبسوت ازرق بشك على الأكتاف طويل و بأكمام وقصة عصرية ومثالي لإطلالة أنيقة.

نوع التصميم: جمبسوت بكم طويل كريب

اللون: أزرق

المقاس: متعدد

نوع القماش: كريب

مقاس المودل: S

ارشادات الغسيل: غسيل بدرجة حرارة اقل من 30 درجة - لاتستخدمي المبيضات - الكي بالبخار - التجفيف على علاقة في الظل.

وبذلك تحتفظين بجمالها لمدة أطول .",1020,Marietta,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1753695510005x423186553455476860/20241103_205735995_iOS.jpg,Abayas & Dresses,Only Old Categories,FASHION > WOMEN > CLOTHING > RTW > Long dress,FASHION > WOMEN > CLOTHING > EVENING WEAR > Long dress,FASHION > WOMEN > CLOTHING > RTW > Top,Full body jumpsuit.
18997703-5b6b-411e-96c5-875bf4528bb5,مق وتحسب,"السعة: 12 أونز
يحفظ الحرارة حتى 6 ساعات والبرودة حتى 12 ساعة

",sa148041,ليل استديو,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1762425213171x657089945050547600/IMG-20251106-WA0001.jpg,Handmade crafts,Only Old Categories,HOME > KITCHENWARE > DRINKWARE,FASHION > MEN > ACCESSORIES > MUGS & BOTTLES,HOME > KITCHENWARE > SERVING ITEMS,Thermal mug.
189f195f-439d-4d38-9c71-88468a94cf7a,Advanced Throw Pillow 6749,"A high-quality throw pillow. Advanced design, built for performance and everyday use.",SKU-Q0GJFNQG,Bottle Brand Testing,https://example.com/images/product-6749.jpg,"Books, Beauty & Personal Care",Only Old Categories,HOME > SOFT FURNISHING > PILLOWS,HOME > SOFT FURNISHING > ACCESSORIES,HOME > DÉCOR > SOFAS,Throw pillow.
189f29ca-9f89-4f36-8662-897c8fe8c192,Ultra File Folder 8383,"A high-quality file folder. Ultra design, built for performance and everyday use.",SKU-VRWE7ISS,Bottle Brand Testing,https://example.com/images/product-8383.jpg,Toys & Games,Only Old Categories,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,STATIONERY > OFFICE SUPPLIES > STUDY & PLANNING,STATIONERY > SCHOOL SUPPLIES > STUDY & PLANNING,Stationery organizational item.
18a4acc4-85c4-4f90-8511-25834480a391,Elite Notebook 5228,"A high-quality notebook. Elite design, built for performance and everyday use.",SKU-MKFJTS21,Bottle Brand Testing,https://example.com/images/product-5228.jpg,"Health, Food & Beverages",Only Old Categories,STATIONERY > OFFICE SUPPLIES > NOTEBOOKS,STATIONERY > OFFICE SUPPLIES > STUDY & PLANNING,STATIONERY > LIFESTYLE > GIFTS,Notebook.
18ad08e9-712a-4aff-962a-eabe534e9400,Advanced Shampoo 5936,"A high-quality shampoo. Advanced design, built for performance and everyday use.",SKU-K4BBP4P0,Bottle Brand Testing,https://example.com/images/product-5936.jpg,Sports,Only Old Categories,FASHION > WOMEN > SKIN CARE & BEAUTY > HAIR CARE > Hair Treatment,FASHION > MEN > HAIRCARE & GROOMING > HAIR GROOMING,FASHION > KIDS > BABYCARE & PERFUMES > SHOWER ESSENTIALS,Shampoo.
18ae4d8c-98e4-4e42-95a9-053a5a86e6da,كوب زجاجي أزهار,كوب زجاجي مطبوع بأشكال ازهار جميلة,,دندوشة,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1751190086245x465686261711336900/BIpDxCXioHPTtIosJYNN6UuR1ckXzWIKFGIWt6kj.jpg,,No Mapping,HOME > KITCHENWARE > DRINKWARE,HOME > KITCHENWARE > SERVING ITEMS,HOME > DÉCOR > BAR,Glass cup.
18af6363-2140-4b88-9205-c7137d41157c,دهن مسك كولينان - ربع تولة,"استمتع بتجربة عطرية فريدة مع دهن مسك كولينان، الذي يأتي بحجم ربع توله، ليكون رفيقك المثالي في كل مناسبة. يتميز هذا الدهن برائحته الجذابة والمميزة التي تجمع بين الهدوء والعمق، مما يجعله خيارًا مثاليًا لكل من يحب التميز.

-مكونات فاخرة:

يتكون دهن مسك كولينان من مكونات طبيعية عالية الجودة، مما يجعله آمنًا للاستخدام على البشرة. يحتوي على نفحات من المسك الطبيعي، مما يمنحك شعورًا بالانتعاش والثقة طوال اليوم.

-فوائد استخدام دهن مسك كولينان:

1-رائحة تدوم طويلاً: يضمن لك هذا الدهن رائحة منعشة تدوم لفترة طويلة، مما يجعلك تشعر بالانتعاش والثقة.

2-تركيبة طبيعية: خالٍ من المواد الكيميائية الضارة، مما يجعله مناسبًا لجميع أنواع البشرة.

3-هدية مثالية: يأتي في عبوة أنيقة، مما يجعله هدية مثالية لأحبائك في المناسبات الخاصة.

-طريقة الاستخدام:

يمكنك وضع القليل من دهن مسك كولينان على نقاط النبض مثل الرسغين، خلف الأذنين، وفي منطقة العنق للحصول على أفضل نتيجة. استخدمه في أي وقت تشاء لتجديد رائحتك.

-تجربة فريدة:

اجعل دهن مسك كولينان جزءًا من روتينك اليومي، واستمتع برائحة تأسر الحواس وتجعل لك حضورًا مميزًا في كل مكان.


احصل عليه الآن!

لا تفوت فرصة تجربة هذا المنتج الرائع. اطلب دهن مسك كولينان ربع توله الآن وكن جزءًا من عالم العطور الفاخرة.





",6281001128069,مؤسسة لجين الجمال والعطور التجارية,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1755159776139x186799928554925570/%D9%85%D8%B3%D9%83%20%D9%83%D9%88%D9%84%D9%8A%D9%86%D8%A7%D9%86.jpg,,No Mapping,FASHION > MEN > PERFUMES > OILS,FASHION > WOMEN > PERFUMES > OILS,FASHION > WOMEN > PERFUMES > Oud and Bakhoor,Perfume oil.
18afb2f5-9f1e-471d-9991-fe8d8e5641c9,Essential Body Lotion 1953,"A high-quality body lotion. Essential design, built for performance and everyday use.",SKU-0IZ50GBL,Bottle Brand Testing,https://example.com/images/product-1953.jpg,Home & Garden,Only Old Categories,FASHION > KIDS > BABYCARE & PERFUMES > BODYCARE,FASHION > WOMEN > SKIN CARE & BEAUTY > SKIN CARE,FASHION > WOMEN > PERFUMES > DE TOILETTE,Body lotion.
18b19a20-7f7c-46f4-8b2e-a41bb845d047,Semilac Nail Care - Beauty Care 7ml,Semilac Nail Care - Beauty Care 7ml,PRSE07-BEAUTY,Semilac,,,No Mapping,FASHION > WOMEN > SKIN CARE & BEAUTY > SKIN CARE,FASHION > WOMEN > SKIN CARE & BEAUTY > MAKE UP,FASHION > KIDS > BABYCARE & PERFUMES > BODYCARE,Nail care product.
18b47bc4-2a64-4ce3-9aac-0de537cd0cc1,Classic Laptop Stand 9683,"A high-quality laptop stand. Classic design, built for performance and everyday use.",SKU-9YENNM67,Bottle Brand Testing,https://example.com/images/product-9683.jpg,"Music, Books",Only Old Categories,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,STATIONERY > OFFICE SUPPLIES > LAPTOP ESSENTIALS,STATIONERY > SCHOOL SUPPLIES > STUDY & PLANNING,Laptop stand.
18b510a2-30cc-432b-9afd-38811fdb7275,whispering-stars-gown-pink-1y,"<p dir=""rtl"">فستان قصير من عدة طبقات من التل، مع أكمام منفوخة، مع أشكال من النجوم اللامعة المنثورة على كامل الفستان </p>
<p><span id=""docs-internal-guid-6381b5ba-7fff-2096-2c74-553339d9aef4""></span></p>
<ul>
<li dir=""rtl"" role=""presentation"">الخامة من التل</li>
<li dir=""rtl"" role=""presentation"">فتحة العنق دائرية</li>
<li style=""box-sizing: border-box !important; font-family: cairo !important; max-width: 100%;"">الطول إلى الركبة، مع مراعاة أن طول العارضة قياسي</li>
<li style=""box-sizing: border-box !important; font-family: cairo !important; max-width: 100%;"">الأعمار البينية يفضل أخذ المقاس الأكبر  </li>
<li dir=""rtl"" role=""presentation"">التنظيف جاف أو بخار</li>
<li dir=""rtl"" role=""presentation"">يتوفر منه لونين</li>
</ul>
<p><a href=""https://fairyscastle.com/blogs/size-chart"" target=""_blank"" rel=""noopener"">الاطلاع على جدول القياسات </a></p>",30201,Fairyscastle,,,No Mapping,FASHION > KIDS > CLOTHING > DAILY WEAR,FASHION > KIDS > CLOTHING > NEW BORN,FASHION > WOMEN > CLOTHING > RTW > Short dress,Children's dress.
18b86a7d-b6d9-4863-a318-4125b35feb0a,دفتر المحادثة الناضجة,"افتح صفحة جديدة من تفكيرك.
دفتر أنيق بتصميم فني يعكس لحظات المواجهة والنضج والتعبير عن الذات.
مثالي لتسجيل أفكارك، تأملاتك، أو حتى نقاشاتك اليومية مع نفسك والعالم.
صُمم ليلهمك ويذكّرك بأن كل فكرة تستحق أن تُكتب.",,ItsNoraStudio,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1752150986246x734155625319442300/Book%20Cover%20%281%29.png,,No Mapping,STATIONERY > OFFICE SUPPLIES > NOTEBOOKS,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > OFFICE SUPPLIES > STUDY & PLANNING,Notebook.
18b95c5a-c81c-4c48-ac46-32a6f8d4d9fc,عقد معين زهرموف,عقد مصنوع من الريزن مزين زهر موف طبيعي مجفف,779,فن بالورد,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1755607224976x675174827668546300/WhatsApp%20Image%202025-08-19%20at%202.33.47%20PM%20%284%29.jpeg,Handmade crafts,Only Old Categories,FASHION > WOMEN > ACCESSORIES > JEWELERY,FASHION > MEN > ACCESSORIES > JEWELRY,FASHION > KIDS > GIFT & ACCESSORIES > BAGS,Resin necklace.
18bb6937-8d14-4e7d-8ddb-6491c54586cf,027 Semilac UV gel polish Intense Red 7ml,027 Semilac UV gel polish Intense Red 7ml,ZE0507-027,Semilac,,,No Mapping,FASHION > WOMEN > SKIN CARE & BEAUTY > MAKE UP,FASHION > WOMEN > SKIN CARE & BEAUTY > SKIN CARE,FASHION > KIDS > BABYCARE & PERFUMES > BODYCARE,Nail polish.
18be2540-ced5-47fe-96a0-ce99832128a6,Smart Canvas Sneakers 8226,"A high-quality canvas sneakers. Smart design, built for performance and everyday use.",SKU-P8HAF86C,Bottle Brand Testing,https://example.com/images/product-8226.jpg,"Food & Beverages, Home & Garden",Only Old Categories,FASHION > WOMEN > FOOTWEAR > FOOTWEAR,FASHION > MEN > FOOTWEAR > FOOTWEAR,FASHION > KIDS > FOOTWEAR > FOOTWEAR,Canvas sneakers.
18bea5a2-78d3-41a2-97a8-8efec820b134,أحيانا شعوري أصفر,"

المشاعر مفاهيم مجردة يتعذر على الطفل فهمها وهي تختلف عن المحسوسات التي يختبرها بحواسة.

كتاب مقوى يحفز التفكير في شعور السعادة حيث يقدم عدد من المواقف اليومية التي تشرح بطريقة عملية يفهمها الطفل متى يكون سعيدًا ثم تربط اللون الأصفر بهذا الشعور فيسهل على الطفل تعلمة فيتطور فهمه العاطفي حين يفكر بها كألوان فيسهل عليه تعلمها فاللون الأصفر مثلا يرمز لشروق الشمس والفرحة التي ينشرها فتشعر الناس بالسعادة.
",9786039199366,التربويون للنشر والتوزيع,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1739963092362x549314986348106160/966efc03-5709-4c7e-b4b1-c20fcb2f3f4c-1000x747.91666666667-f4kDxWtSR4BDUxVnaXAtc0pClCqf0MXvHab6DXVH.png,,No Mapping,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > LIFESTYLE > DAILY CARDS,STATIONERY > OFFICE SUPPLIES > NOTEBOOKS,Children's book.
18c3270e-e219-47d4-9b7b-b819400c6cbd,لوشن تويست اند جو لتساقط الشعر-250-مللى,,8526141817057,Flexmart,https://raff-media-singapore.s3.ap-southeast-1.amazonaws.com/products/0445606d-c7a9-43f5-82bc-296e7dc2b57e,العناية بالشعر,Only Old Categories,FASHION > WOMEN > SKIN CARE & BEAUTY > HAIR CARE > Hair Treatment,FASHION > MEN > HAIRCARE & GROOMING > HAIR GROOMING,FASHION > KIDS > BABYCARE & PERFUMES > BODYCARE,Hair lotion for hair loss.
18c8a8c4-62e0-401f-998c-13ba99cb0ab6,ميني ميدالية,,100090000001,متجر غرز,,,No Mapping,STATIONERY > LIFESTYLE > KEY CHAIN,FASHION > KIDS > GIFT & ACCESSORIES > BAGS,FASHION > MEN > ACCESSORIES > BAGS,Keychain.
18d05eb4-b338-492f-82f9-c6132f902eeb,إله اللاشعور,كتاب ورقي,667,كتب سقف,https://undefined,,No Mapping,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > OFFICE SUPPLIES > NOTEBOOKS,STATIONERY > LIFESTYLE > DAILY CARDS,Book product.
